9396,132
9412,16
9436,24
9463,27
9482,19
9491,9
9533,42
9534,1
9537,3
9575,38
9589,14
9619,30
9658,39
9689,31
9726,37
9790,64
9845,55
9900,55
9922,22
10007,85
10019,12
10084,65
10085,1
10094,9
10114,20
10119,5
10184,65
10292,108
10377,85
10386,9
10467,81
10531,64
10610,79
10671,61
10677,6
10720,43
10799,79
10800,1
10860,60
10890,30
10987,97
11042,55
11044,2
11108,64
11271,163
11378,107
11410,32
11501,91
11503,2
11560,57
11565,5
11577,12
11645,68
11672,27
11747,75
11869,122
11886,17
11948,62
11997,49
12007,10
12099,92
12107,8
12147,40
12151,4
12183,32
12377,194
12398,21
12435,37
12494,59
12498,4
12523,25
12528,5
12535,7
12631,96
12732,101
12775,43
12813,38
12826,13
12914,88
12957,43
13027,70
13100,73
13135,35
13184,49
13246,62
13255,9
13339,84
13401,62
13562,161
13563,1
13630,67
13637,7
13690,53
13809,119
13821,12
13976,155
14090,114
14118,28
14200,82
14269,69
14324,55
14384,60
14440,56
14504,64
14521,17
14554,33
14689,135
14757,68
14761,4
14816,55
14834,18
14953,119
14993,40
14994,1
15021,27
15031,10
15033,2
15037,4
15062,25
15067,5
15073,6
15082,9
15136,54
15138,2
15141,3
15148,7
15155,7
15163,8
15254,91
15335,81
15359,24
15641,282
15679,38
15680,1
15681,1
15774,93
15831,57
15841,10
15853,12
15868,15
15883,15
16057,174
16126,69
16137,11
16238,101
16305,67
16308,3
16380,72
16463,83
16520,57
16630,110
16673,43
16752,79
16767,15
16782,15
16783,1
16796,13
16800,4
16809,9
16815,6
16878,63
16964,86
16965,1
16984,19
16988,4
17009,21
17126,117
17132,6
17136,4
17236,100
17250,14
17355,105
17401,46
17466,65
17481,15
17535,54
17667,132
17703,36
17739,36
17751,12
17813,62
17924,111
17979,55
18013,34
18036,23
18046,10
18132,86
18158,26
18184,26
18233,49
18357,124
18442,85
18522,80
18534,12
18632,98
18719,87
18794,75
18850,56
18908,58
18992,84
19056,64
19078,22
19147,69
19148,1
19173,25
19174,1
19303,129
19305,2
19318,13
19328,10
19335,7
19362,27
19376,14
19387,11
19408,21
19498,90
19535,37
19555,20
19657,102
19718,61
19802,84
19803,1
19814,11
19816,2
19842,26
19998,156
20014,16
20026,12
20042,16
20124,82
20192,68
20416,224
20428,12
20554,126
20709,155
20832,123
20963,131
20964,1
21090,126
21132,42
21283,151
21287,4
21429,142
21498,69
21563,65
21682,119
21777,95
21838,61
21872,34
21873,1
21928,55
21934,6
22025,91
22203,178
22333,130
22486,153
22548,62
22604,56
22720,116
22721,1
22722,1
22727,5
22728,1
22729,1
22753,24
22861,108
23032,171
23137,105
23139,2
23140,1
23173,33
23349,176
23511,162
23521,10
23657,136
23756,99
23843,87
23955,112
23958,3
23968,10
23979,11
24116,137
24192,76
24209,17
24225,16
24247,22
24305,58
24320,15
24499,179
24506,7
24515,9
24519,4
24525,6
24624,99
24680,56
24681,1
24682,1
24690,8
24691,1
24692,1
24697,5
24722,25
24733,11
24776,43
24782,6
24916,134
25064,148
25179,115
25207,28
25342,135
25359,17
25369,10
25370,1
25380,10
25385,5
25386,1
25391,5
25497,106
25572,75
25657,85
25716,59
25786,70
25874,88
26015,141
26037,22
26070,33
26071,1
26113,42
26435,322
26526,91
26548,22
26560,12
26576,16
26730,154
26800,70
26916,116
26963,47
26989,26
27026,37
27072,46
27074,2
27090,16
27092,2
27123,31
27125,2
27129,4
27131,2
27132,1
